times,seller_id,revenue,unit_sold,total_order,cost,total_usage,total_buyer,coupon_code,coupon_name,coupon_id,active_from,active_to,coupon_type,total_coupon,coupon_status
2021-08-22T00:00:00,1,176472,15,1,75179,1,1,Y00ST2VLIM,Military skirmishes tests itself and became the first neutral atoms formed from the upper,2204962,2021-08-14,2021-08-28,3,496,0
2021-08-22T00:00:00,875,469983,5,1,46088,1,1,Y00ST2VLIM,Military skirmishes tests itself and became the first neutral atoms formed from the upper,2204962,2021-08-14,2021-08-28,3,496,0
2021-08-22T00:00:00,22441,133000,18,5,90456,5,4,Y00ST2VLIM,Military skirmishes tests itself and became the first neutral atoms formed from the upper,2204962,2021-08-14,2021-08-28,3,496,0
2021-08-22T00:00:00,1,528906,16,6,58662,9,5,X8D6BTWA5W,"Organisms. Physiology inherited as a ""San Francisco left turn"". Likewise, as many registered voters participating",2278371,2021-08-15,2021-09-09,2,366,0
2021-08-22T00:00:00,875,244709,10,5,15123,5,3,X8D6BTWA5W,"Organisms. Physiology inherited as a ""San Francisco left turn"". Likewise, as many registered voters participating",2278371,2021-08-15,2021-09-09,2,366,0
2021-08-22T00:00:00,22441,319675,1,4,48420,6,3,X8D6BTWA5W,"Organisms. Physiology inherited as a ""San Francisco left turn"". Likewise, as many registered voters participating",2278371,2021-08-15,2021-09-09,2,366,0
2021-08-22T00:00:00,1,474300,13,1,97248,4,1,EOKUBTV9GV,Advertising-supported dailies entirely at,2366372,2021-08-18,2021-09-01,3,261,0
2021-08-22T00:00:00,875,497685,16,8,12904,8,8,EOKUBTV9GV,Advertising-supported dailies entirely at,2366372,2021-08-18,2021-09-01,3,261,0
2021-08-22T00:00:00,22441,486951,1,6,52776,7,1,EOKUBTV9GV,Advertising-supported dailies entirely at,2366372,2021-08-18,2021-09-01,3,261,0
2021-08-22T00:00:00,1,592979,6,1,60893,2,1,N3VWETNQCN,"Statistical purposes, miles) (14",2506846,2021-08-12,2021-09-07,2,492,0
2021-08-22T00:00:00,875,573145,19,3,15256,7,2,N3VWETNQCN,"Statistical purposes, miles) (14",2506846,2021-08-12,2021-09-07,2,492,0
2021-08-22T00:00:00,22441,436280,11,2,80642,2,2,N3VWETNQCN,"Statistical purposes, miles) (14",2506846,2021-08-12,2021-09-07,2,492,0
2021-08-22T00:00:00,1,23603,7,6,82877,8,2,Z8AFXEQHHH,"Declaration and percent), English (12.6 percent), Norwegian (10.9 percent), French (4.7 percent) and",3192762,2021-08-17,2021-09-10,1,343,0
2021-08-22T00:00:00,875,196821,12,4,84805,9,2,Z8AFXEQHHH,"Declaration and percent), English (12.6 percent), Norwegian (10.9 percent), French (4.7 percent) and",3192762,2021-08-17,2021-09-10,1,343,0
2021-08-22T00:00:00,22441,222366,14,1,16385,6,1,Z8AFXEQHHH,"Declaration and percent), English (12.6 percent), Norwegian (10.9 percent), French (4.7 percent) and",3192762,2021-08-17,2021-09-10,1,343,0
2021-08-22T00:00:00,1,542728,10,4,90168,5,2,V5KA2VBE66,Named mountain Island). New,3261991,2021-08-21,2021-08-27,2,353,0
2021-08-22T00:00:00,875,153389,12,1,28328,8,1,V5KA2VBE66,Named mountain Island). New,3261991,2021-08-21,2021-08-27,2,353,0
2021-08-22T00:00:00,22441,495708,18,1,28915,2,1,V5KA2VBE66,Named mountain Island). New,3261991,2021-08-21,2021-08-27,2,353,0
2021-08-22T00:00:00,1,168461,7,7,26031,7,2,SCOXIHW1MZ,Of 1952. in minute quantities.   The Hollywood Half Marathon takes place in the,3335582,2021-08-12,2021-08-22,1,384,0
2021-08-22T00:00:00,875,162655,11,1,86502,3,1,SCOXIHW1MZ,Of 1952. in minute quantities.   The Hollywood Half Marathon takes place in the,3335582,2021-08-12,2021-08-22,1,384,0
2021-08-22T00:00:00,22441,178516,14,1,22001,2,1,SCOXIHW1MZ,Of 1952. in minute quantities.   The Hollywood Half Marathon takes place in the,3335582,2021-08-12,2021-08-22,1,384,0
2021-08-22T00:00:00,1,521396,19,6,13520,8,1,6BT92DB997,"Naturalism and loudest and most populous cities, in rank order, are",3524706,2021-08-16,2021-09-12,2,301,0
2021-08-22T00:00:00,875,376164,10,6,56174,6,3,6BT92DB997,"Naturalism and loudest and most populous cities, in rank order, are",3524706,2021-08-16,2021-09-12,2,301,0
2021-08-22T00:00:00,22441,344795,15,1,89516,7,1,6BT92DB997,"Naturalism and loudest and most populous cities, in rank order, are",3524706,2021-08-16,2021-09-12,2,301,0
2021-08-22T00:00:00,1,487061,17,2,14327,5,1,RL0AM6NATZ,Sea in Soviet influence by supporting friendly regimes or,3826661,2021-08-15,2021-08-23,1,332,0
2021-08-22T00:00:00,875,591739,10,1,35793,1,1,RL0AM6NATZ,Sea in Soviet influence by supporting friendly regimes or,3826661,2021-08-15,2021-08-23,1,332,0
2021-08-22T00:00:00,22441,401850,7,4,33416,6,4,RL0AM6NATZ,Sea in Soviet influence by supporting friendly regimes or,3826661,2021-08-15,2021-08-23,1,332,0
2021-08-22T00:00:00,1,587221,11,1,26696,1,1,3Y4JYUNIII,"Side—flow entirely impact. In France, it is increasingly a target of",3961617,2021-08-13,2021-08-31,2,378,0
2021-08-22T00:00:00,875,332286,9,6,51739,8,3,3Y4JYUNIII,"Side—flow entirely impact. In France, it is increasingly a target of",3961617,2021-08-13,2021-08-31,2,378,0
2021-08-22T00:00:00,22441,594837,5,4,26955,6,2,3Y4JYUNIII,"Side—flow entirely impact. In France, it is increasingly a target of",3961617,2021-08-13,2021-08-31,2,378,0
2021-08-23T00:00:00,1,219618,4,1,41813,6,1,V09ENVYU7I,From $7.3 significantly increased in size and population growth is expected,270070,2021-08-22,2021-09-15,1,376,0
2021-08-23T00:00:00,875,7734,1,1,89015,2,1,V09ENVYU7I,From $7.3 significantly increased in size and population growth is expected,270070,2021-08-22,2021-09-15,1,376,0
2021-08-23T00:00:00,22441,452703,2,1,62676,2,1,V09ENVYU7I,From $7.3 significantly increased in size and population growth is expected,270070,2021-08-22,2021-09-15,1,376,0
2021-08-23T00:00:00,1,125039,16,1,81407,3,1,RQ8S0ZI9ZG,"Air, and 47.3% of the organisms. All changes are discouraged and a",702756,2021-08-21,2021-08-26,1,344,0
2021-08-23T00:00:00,875,514993,2,3,49227,9,1,RQ8S0ZI9ZG,"Air, and 47.3% of the organisms. All changes are discouraged and a",702756,2021-08-21,2021-08-26,1,344,0
2021-08-23T00:00:00,22441,185898,11,2,49598,3,1,RQ8S0ZI9ZG,"Air, and 47.3% of the organisms. All changes are discouraged and a",702756,2021-08-21,2021-08-26,1,344,0
2021-08-23T00:00:00,1,176648,4,1,30061,1,1,HEUWYPX852,López Rega food varies by latitude,861657,2021-08-22,2021-09-02,1,149,0
2021-08-23T00:00:00,875,322520,2,1,63483,4,1,HEUWYPX852,López Rega food varies by latitude,861657,2021-08-22,2021-09-02,1,149,0
2021-08-23T00:00:00,22441,350764,18,3,55630,4,1,HEUWYPX852,López Rega food varies by latitude,861657,2021-08-22,2021-09-02,1,149,0
2021-08-23T00:00:00,1,89765,16,5,26352,7,1,EWV5D6VXOF,Actually falls pharmacist or,1020928,2021-08-23,2021-09-10,3,283,0
2021-08-23T00:00:00,875,488008,13,5,42902,8,3,EWV5D6VXOF,Actually falls pharmacist or,1020928,2021-08-23,2021-09-10,3,283,0
2021-08-23T00:00:00,22441,407190,13,1,87311,7,1,EWV5D6VXOF,Actually falls pharmacist or,1020928,2021-08-23,2021-09-10,3,283,0
2021-08-23T00:00:00,1,556773,12,1,92932,1,1,VHU8D062T5,"Require feeding, 0.59% other religions, adherents of The Bahamas. Oxford: ABC-Clio Press, 1990. Wood, David",1843895,2021-08-11,2021-09-09,1,331,0
2021-08-23T00:00:00,1,568356,16,1,48693,1,1,579UABEXC5,"Country ""that rare in the Middle Ages. With the ever-constant presence",2115864,2021-08-13,2021-08-24,1,311,0
2021-08-23T00:00:00,875,259690,17,1,67996,9,1,579UABEXC5,"Country ""that rare in the Middle Ages. With the ever-constant presence",2115864,2021-08-13,2021-08-24,1,311,0
2021-08-23T00:00:00,22441,497232,12,4,30751,6,2,579UABEXC5,"Country ""that rare in the Middle Ages. With the ever-constant presence",2115864,2021-08-13,2021-08-24,1,311,0
2021-08-23T00:00:00,1,391150,1,5,82588,5,1,Y00ST2VLIM,Military skirmishes tests itself and became the first neutral atoms formed from the upper,2204962,2021-08-14,2021-08-28,3,496,0
2021-08-23T00:00:00,875,252767,6,1,43563,1,1,Y00ST2VLIM,Military skirmishes tests itself and became the first neutral atoms formed from the upper,2204962,2021-08-14,2021-08-28,3,496,0
2021-08-23T00:00:00,22441,61729,7,7,13806,9,5,Y00ST2VLIM,Military skirmishes tests itself and became the first neutral atoms formed from the upper,2204962,2021-08-14,2021-08-28,3,496,0
2021-08-23T00:00:00,1,549783,8,2,76354,2,2,X8D6BTWA5W,"Organisms. Physiology inherited as a ""San Francisco left turn"". Likewise, as many registered voters participating",2278371,2021-08-15,2021-09-09,2,366,0
2021-08-23T00:00:00,875,125286,4,1,81542,4,1,X8D6BTWA5W,"Organisms. Physiology inherited as a ""San Francisco left turn"". Likewise, as many registered voters participating",2278371,2021-08-15,2021-09-09,2,366,0
2021-08-23T00:00:00,22441,583473,4,2,72846,3,1,X8D6BTWA5W,"Organisms. Physiology inherited as a ""San Francisco left turn"". Likewise, as many registered voters participating",2278371,2021-08-15,2021-09-09,2,366,0
2021-08-23T00:00:00,1,450667,1,5,61680,5,2,EOKUBTV9GV,Advertising-supported dailies entirely at,2366372,2021-08-18,2021-09-01,3,261,0
2021-08-23T00:00:00,875,478765,4,8,40848,8,7,EOKUBTV9GV,Advertising-supported dailies entirely at,2366372,2021-08-18,2021-09-01,3,261,0
2021-08-23T00:00:00,22441,293143,9,1,96386,1,1,EOKUBTV9GV,Advertising-supported dailies entirely at,2366372,2021-08-18,2021-09-01,3,261,0
2021-08-23T00:00:00,1,504977,6,1,73530,1,1,N3VWETNQCN,"Statistical purposes, miles) (14",2506846,2021-08-12,2021-09-07,2,492,0
2021-08-23T00:00:00,875,226483,15,4,31886,9,2,N3VWETNQCN,"Statistical purposes, miles) (14",2506846,2021-08-12,2021-09-07,2,492,0
2021-08-23T00:00:00,22441,12283,17,5,51954,5,3,N3VWETNQCN,"Statistical purposes, miles) (14",2506846,2021-08-12,2021-09-07,2,492,0
2021-08-23T00:00:00,1,110038,7,7,49652,7,7,MDJ3M6NCR1,"Arrivals from ""Friendly AI"", meaning that",2510844,2021-08-23,2021-09-17,3,482,0
2021-08-23T00:00:00,875,342328,2,2,12601,7,1,MDJ3M6NCR1,"Arrivals from ""Friendly AI"", meaning that",2510844,2021-08-23,2021-09-17,3,482,0
2021-08-23T00:00:00,22441,304992,18,3,10433,3,3,MDJ3M6NCR1,"Arrivals from ""Friendly AI"", meaning that",2510844,2021-08-23,2021-09-17,3,482,0
2021-08-23T00:00:00,1,269488,12,3,78412,7,2,YLIE6DFH25,"Sahara Desert, galaxy that is not Facebook.",3039998,2021-08-23,2021-08-31,1,174,0
2021-08-23T00:00:00,875,425706,1,1,54223,8,1,YLIE6DFH25,"Sahara Desert, galaxy that is not Facebook.",3039998,2021-08-23,2021-08-31,1,174,0
2021-08-23T00:00:00,22441,253085,2,4,37848,4,4,YLIE6DFH25,"Sahara Desert, galaxy that is not Facebook.",3039998,2021-08-23,2021-08-31,1,174,0
2021-08-23T00:00:00,1,434537,18,1,87135,3,1,Z8AFXEQHHH,"Declaration and percent), English (12.6 percent), Norwegian (10.9 percent), French (4.7 percent) and",3192762,2021-08-17,2021-09-10,1,343,0
2021-08-23T00:00:00,875,441349,10,7,12681,7,2,Z8AFXEQHHH,"Declaration and percent), English (12.6 percent), Norwegian (10.9 percent), French (4.7 percent) and",3192762,2021-08-17,2021-09-10,1,343,0
2021-08-23T00:00:00,22441,515651,12,8,86128,8,2,Z8AFXEQHHH,"Declaration and percent), English (12.6 percent), Norwegian (10.9 percent), French (4.7 percent) and",3192762,2021-08-17,2021-09-10,1,343,0
2021-08-23T00:00:00,1,415978,8,4,27116,6,2,V5KA2VBE66,Named mountain Island). New,3261991,2021-08-21,2021-08-27,2,353,0
2021-08-23T00:00:00,875,167070,18,1,35214,2,1,V5KA2VBE66,Named mountain Island). New,3261991,2021-08-21,2021-08-27,2,353,0
2021-08-23T00:00:00,22441,386416,2,3,49571,8,1,V5KA2VBE66,Named mountain Island). New,3261991,2021-08-21,2021-08-27,2,353,0
2021-08-23T00:00:00,1,193430,14,4,84607,7,3,6BT92DB997,"Naturalism and loudest and most populous cities, in rank order, are",3524706,2021-08-16,2021-09-12,2,301,0
2021-08-23T00:00:00,875,94655,5,2,49571,4,2,6BT92DB997,"Naturalism and loudest and most populous cities, in rank order, are",3524706,2021-08-16,2021-09-12,2,301,0
2021-08-23T00:00:00,22441,398186,2,4,78109,9,2,6BT92DB997,"Naturalism and loudest and most populous cities, in rank order, are",3524706,2021-08-16,2021-09-12,2,301,0
2021-08-23T00:00:00,1,481295,12,1,20918,1,1,RL0AM6NATZ,Sea in Soviet influence by supporting friendly regimes or,3826661,2021-08-15,2021-08-23,1,332,0
2021-08-23T00:00:00,875,22245,6,2,86361,3,1,RL0AM6NATZ,Sea in Soviet influence by supporting friendly regimes or,3826661,2021-08-15,2021-08-23,1,332,0
2021-08-23T00:00:00,22441,289778,8,5,50908,9,4,RL0AM6NATZ,Sea in Soviet influence by supporting friendly regimes or,3826661,2021-08-15,2021-08-23,1,332,0
2021-08-23T00:00:00,1,167039,10,1,22804,1,1,YRQHTL6NZS,"A time got the upper layers of yet to be implemented, the",3905551,2021-08-23,2021-08-27,1,481,0
2021-08-23T00:00:00,875,183035,12,6,39061,6,6,YRQHTL6NZS,"A time got the upper layers of yet to be implemented, the",3905551,2021-08-23,2021-08-27,1,481,0
2021-08-23T00:00:00,22441,123499,4,7,23844,8,7,YRQHTL6NZS,"A time got the upper layers of yet to be implemented, the",3905551,2021-08-23,2021-08-27,1,481,0
2021-08-23T00:00:00,1,310619,9,1,89807,1,1,3Y4JYUNIII,"Side—flow entirely impact. In France, it is increasingly a target of",3961617,2021-08-13,2021-08-31,2,378,0
2021-08-23T00:00:00,875,443145,2,2,33963,2,2,3Y4JYUNIII,"Side—flow entirely impact. In France, it is increasingly a target of",3961617,2021-08-13,2021-08-31,2,378,0
2021-08-23T00:00:00,22441,365108,17,1,72848,1,1,3Y4JYUNIII,"Side—flow entirely impact. In France, it is increasingly a target of",3961617,2021-08-13,2021-08-31,2,378,0
2021-08-23T00:00:00,1,384763,18,3,21546,5,3,JJ7NTG9A0X,"Of warm, hills turn a",4009041,2021-08-23,2021-09-12,2,393,0
2021-08-23T00:00:00,875,341529,17,6,36369,8,1,JJ7NTG9A0X,"Of warm, hills turn a",4009041,2021-08-23,2021-09-12,2,393,0
2021-08-23T00:00:00,22441,538904,12,1,69798,1,1,JJ7NTG9A0X,"Of warm, hills turn a",4009041,2021-08-23,2021-09-12,2,393,0
2021-08-24T00:00:00,1,569999,12,2,27108,8,2,V09ENVYU7I,From $7.3 significantly increased in size and population growth is expected,270070,2021-08-22,2021-09-15,1,376,0
2021-08-24T00:00:00,875,95784,2,2,61788,3,2,V09ENVYU7I,From $7.3 significantly increased in size and population growth is expected,270070,2021-08-22,2021-09-15,1,376,0
2021-08-24T00:00:00,22441,188745,14,6,97286,6,4,V09ENVYU7I,From $7.3 significantly increased in size and population growth is expected,270070,2021-08-22,2021-09-15,1,376,0
2021-08-24T00:00:00,1,526167,16,1,33761,8,1,RQ8S0ZI9ZG,"Air, and 47.3% of the organisms. All changes are discouraged and a",702756,2021-08-21,2021-08-26,1,344,0
2021-08-24T00:00:00,875,118224,6,1,95998,2,1,RQ8S0ZI9ZG,"Air, and 47.3% of the organisms. All changes are discouraged and a",702756,2021-08-21,2021-08-26,1,344,0
2021-08-24T00:00:00,22441,450815,18,4,92788,6,1,RQ8S0ZI9ZG,"Air, and 47.3% of the organisms. All changes are discouraged and a",702756,2021-08-21,2021-08-26,1,344,0
2021-08-24T00:00:00,1,109752,18,3,84510,4,1,HEUWYPX852,López Rega food varies by latitude,861657,2021-08-22,2021-09-02,1,149,0
2021-08-24T00:00:00,875,72596,18,3,85214,4,3,HEUWYPX852,López Rega food varies by latitude,861657,2021-08-22,2021-09-02,1,149,0
2021-08-24T00:00:00,22441,11092,1,2,33038,5,1,HEUWYPX852,López Rega food varies by latitude,861657,2021-08-22,2021-09-02,1,149,0
2021-08-24T00:00:00,1,372360,6,1,24349,8,1,EWV5D6VXOF,Actually falls pharmacist or,1020928,2021-08-23,2021-09-10,3,283,0
2021-08-24T00:00:00,875,590875,7,2,61185,9,2,EWV5D6VXOF,Actually falls pharmacist or,1020928,2021-08-23,2021-09-10,3,283,0
2021-08-24T00:00:00,22441,82884,16,1,96748,5,1,EWV5D6VXOF,Actually falls pharmacist or,1020928,2021-08-23,2021-09-10,3,283,0
2021-08-24T00:00:00,1,342637,19,2,22405,9,1,579UABEXC5,"Country ""that rare in the Middle Ages. With the ever-constant presence",2115864,2021-08-13,2021-08-24,1,311,0
2021-08-24T00:00:00,875,8497,18,2,92381,5,1,579UABEXC5,"Country ""that rare in the Middle Ages. With the ever-constant presence",2115864,2021-08-13,2021-08-24,1,311,0
2021-08-24T00:00:00,1,129164,1,4,43784,7,1,Y00ST2VLIM,Military skirmishes tests itself and became the first neutral atoms formed from the upper,2204962,2021-08-14,2021-08-28,3,496,0
2021-08-24T00:00:00,875,583849,19,5,94907,5,5,Y00ST2VLIM,Military skirmishes tests itself and became the first neutral atoms formed from the upper,2204962,2021-08-14,2021-08-28,3,496,0
2021-08-24T00:00:00,22441,280456,4,6,53541,8,5,Y00ST2VLIM,Military skirmishes tests itself and became the first neutral atoms formed from the upper,2204962,2021-08-14,2021-08-28,3,496,0
2021-08-24T00:00:00,1,510412,8,1,42762,1,1,X8D6BTWA5W,"Organisms. Physiology inherited as a ""San Francisco left turn"". Likewise, as many registered voters participating",2278371,2021-08-15,2021-09-09,2,366,0
2021-08-24T00:00:00,875,195396,12,1,74598,1,1,X8D6BTWA5W,"Organisms. Physiology inherited as a ""San Francisco left turn"". Likewise, as many registered voters participating",2278371,2021-08-15,2021-09-09,2,366,0
2021-08-24T00:00:00,22441,238175,11,4,87542,4,2,X8D6BTWA5W,"Organisms. Physiology inherited as a ""San Francisco left turn"". Likewise, as many registered voters participating",2278371,2021-08-15,2021-09-09,2,366,0
2021-08-24T00:00:00,1,243977,11,2,82169,6,1,EOKUBTV9GV,Advertising-supported dailies entirely at,2366372,2021-08-18,2021-09-01,3,261,0
2021-08-24T00:00:00,875,502143,10,1,14480,1,1,EOKUBTV9GV,Advertising-supported dailies entirely at,2366372,2021-08-18,2021-09-01,3,261,0
2021-08-24T00:00:00,22441,238770,2,4,78240,5,4,EOKUBTV9GV,Advertising-supported dailies entirely at,2366372,2021-08-18,2021-09-01,3,261,0
2021-08-24T00:00:00,1,428400,10,1,34031,6,1,N3VWETNQCN,"Statistical purposes, miles) (14",2506846,2021-08-12,2021-09-07,2,492,0
2021-08-24T00:00:00,875,580118,3,2,47476,2,1,N3VWETNQCN,"Statistical purposes, miles) (14",2506846,2021-08-12,2021-09-07,2,492,0
2021-08-24T00:00:00,22441,88841,13,2,29922,4,2,N3VWETNQCN,"Statistical purposes, miles) (14",2506846,2021-08-12,2021-09-07,2,492,0
2021-08-24T00:00:00,1,358469,18,1,99943,5,1,MDJ3M6NCR1,"Arrivals from ""Friendly AI"", meaning that",2510844,2021-08-23,2021-09-17,3,482,0
2021-08-24T00:00:00,875,21736,5,1,56107,1,1,MDJ3M6NCR1,"Arrivals from ""Friendly AI"", meaning that",2510844,2021-08-23,2021-09-17,3,482,0
2021-08-24T00:00:00,22441,258270,16,2,65394,2,1,MDJ3M6NCR1,"Arrivals from ""Friendly AI"", meaning that",2510844,2021-08-23,2021-09-17,3,482,0
2021-08-24T00:00:00,1,83996,1,1,49587,4,1,FV2IR22WJK,"Learnt from quail, seagulls, bald eagles, and wild cats share a land border length",2660617,2021-08-24,2021-09-06,3,237,0
2021-08-24T00:00:00,875,53761,6,5,18967,5,4,FV2IR22WJK,"Learnt from quail, seagulls, bald eagles, and wild cats share a land border length",2660617,2021-08-24,2021-09-06,3,237,0
2021-08-24T00:00:00,22441,250988,11,2,92058,3,1,FV2IR22WJK,"Learnt from quail, seagulls, bald eagles, and wild cats share a land border length",2660617,2021-08-24,2021-09-06,3,237,0
2021-08-24T00:00:00,1,433216,3,1,36338,8,1,YLIE6DFH25,"Sahara Desert, galaxy that is not Facebook.",3039998,2021-08-23,2021-08-31,1,174,0
2021-08-24T00:00:00,875,357027,12,6,79476,9,1,YLIE6DFH25,"Sahara Desert, galaxy that is not Facebook.",3039998,2021-08-23,2021-08-31,1,174,0
2021-08-24T00:00:00,22441,294293,14,2,86948,4,2,YLIE6DFH25,"Sahara Desert, galaxy that is not Facebook.",3039998,2021-08-23,2021-08-31,1,174,0
2021-08-24T00:00:00,1,308197,11,1,69210,1,1,Z8AFXEQHHH,"Declaration and percent), English (12.6 percent), Norwegian (10.9 percent), French (4.7 percent) and",3192762,2021-08-17,2021-09-10,1,343,0
2021-08-24T00:00:00,875,149675,5,2,93029,7,1,Z8AFXEQHHH,"Declaration and percent), English (12.6 percent), Norwegian (10.9 percent), French (4.7 percent) and",3192762,2021-08-17,2021-09-10,1,343,0
2021-08-24T00:00:00,22441,532362,14,5,60903,8,4,Z8AFXEQHHH,"Declaration and percent), English (12.6 percent), Norwegian (10.9 percent), French (4.7 percent) and",3192762,2021-08-17,2021-09-10,1,343,0
2021-08-24T00:00:00,1,419371,14,3,85932,3,2,V5KA2VBE66,Named mountain Island). New,3261991,2021-08-21,2021-08-27,2,353,0
2021-08-24T00:00:00,875,466864,3,3,61768,3,2,V5KA2VBE66,Named mountain Island). New,3261991,2021-08-21,2021-08-27,2,353,0
2021-08-24T00:00:00,22441,245735,1,1,73288,1,1,V5KA2VBE66,Named mountain Island). New,3261991,2021-08-21,2021-08-27,2,353,0
2021-08-24T00:00:00,1,531328,7,1,19335,4,1,6BT92DB997,"Naturalism and loudest and most populous cities, in rank order, are",3524706,2021-08-16,2021-09-12,2,301,0
2021-08-24T00:00:00,875,182110,6,3,69905,4,3,6BT92DB997,"Naturalism and loudest and most populous cities, in rank order, are",3524706,2021-08-16,2021-09-12,2,301,0
2021-08-24T00:00:00,22441,503687,18,2,10730,3,1,6BT92DB997,"Naturalism and loudest and most populous cities, in rank order, are",3524706,2021-08-16,2021-09-12,2,301,0
2021-08-24T00:00:00,1,288013,7,5,86040,6,1,YRQHTL6NZS,"A time got the upper layers of yet to be implemented, the",3905551,2021-08-23,2021-08-27,1,481,0
2021-08-24T00:00:00,875,278155,16,1,36929,1,1,YRQHTL6NZS,"A time got the upper layers of yet to be implemented, the",3905551,2021-08-23,2021-08-27,1,481,0
2021-08-24T00:00:00,22441,290487,4,3,51546,3,2,YRQHTL6NZS,"A time got the upper layers of yet to be implemented, the",3905551,2021-08-23,2021-08-27,1,481,0
2021-08-24T00:00:00,1,536987,6,1,66155,1,1,3Y4JYUNIII,"Side—flow entirely impact. In France, it is increasingly a target of",3961617,2021-08-13,2021-08-31,2,378,0
2021-08-24T00:00:00,875,87893,9,6,43557,9,3,3Y4JYUNIII,"Side—flow entirely impact. In France, it is increasingly a target of",3961617,2021-08-13,2021-08-31,2,378,0
2021-08-24T00:00:00,22441,239275,7,3,45445,4,2,3Y4JYUNIII,"Side—flow entirely impact. In France, it is increasingly a target of",3961617,2021-08-13,2021-08-31,2,378,0
2021-08-24T00:00:00,1,593331,4,1,17909,2,1,JJ7NTG9A0X,"Of warm, hills turn a",4009041,2021-08-23,2021-09-12,2,393,0
2021-08-24T00:00:00,875,230198,15,2,82719,2,1,JJ7NTG9A0X,"Of warm, hills turn a",4009041,2021-08-23,2021-09-12,2,393,0
2021-08-24T00:00:00,22441,116147,14,1,97803,1,1,JJ7NTG9A0X,"Of warm, hills turn a",4009041,2021-08-23,2021-09-12,2,393,0
2021-08-25T00:00:00,1,453739,18,9,29938,9,6,V09ENVYU7I,From $7.3 significantly increased in size and population growth is expected,270070,2021-08-22,2021-09-15,1,376,0
2021-08-25T00:00:00,875,517918,1,3,56704,9,3,V09ENVYU7I,From $7.3 significantly increased in size and population growth is expected,270070,2021-08-22,2021-09-15,1,376,0
2021-08-25T00:00:00,22441,567946,13,2,77659,5,2,V09ENVYU7I,From $7.3 significantly increased in size and population growth is expected,270070,2021-08-22,2021-09-15,1,376,0
2021-08-25T00:00:00,1,327797,4,3,26887,3,1,RQ8S0ZI9ZG,"Air, and 47.3% of the organisms. All changes are discouraged and a",702756,2021-08-21,2021-08-26,1,344,0
2021-08-25T00:00:00,875,103993,11,3,59718,4,3,RQ8S0ZI9ZG,"Air, and 47.3% of the organisms. All changes are discouraged and a",702756,2021-08-21,2021-08-26,1,344,0
2021-08-25T00:00:00,22441,54263,1,5,96514,9,2,RQ8S0ZI9ZG,"Air, and 47.3% of the organisms. All changes are discouraged and a",702756,2021-08-21,2021-08-26,1,344,0
2021-08-25T00:00:00,1,225167,3,2,31472,4,2,HEUWYPX852,López Rega food varies by latitude,861657,2021-08-22,2021-09-02,1,149,0
2021-08-25T00:00:00,875,280688,10,1,12926,1,1,HEUWYPX852,López Rega food varies by latitude,861657,2021-08-22,2021-09-02,1,149,0
2021-08-25T00:00:00,22441,7571,3,1,76292,1,1,HEUWYPX852,López Rega food varies by latitude,861657,2021-08-22,2021-09-02,1,149,0
2021-08-25T00:00:00,1,319740,9,3,93386,4,3,4SAYMQNGKR,Team is minerals are,886885,2021-08-25,2021-09-12,2,392,0
2021-08-25T00:00:00,875,269405,12,5,48988,6,3,4SAYMQNGKR,Team is minerals are,886885,2021-08-25,2021-09-12,2,392,0
2021-08-25T00:00:00,22441,216973,5,7,48578,9,6,4SAYMQNGKR,Team is minerals are,886885,2021-08-25,2021-09-12,2,392,0
2021-08-25T00:00:00,1,415358,15,8,66224,8,3,EWV5D6VXOF,Actually falls pharmacist or,1020928,2021-08-23,2021-09-10,3,283,0
2021-08-25T00:00:00,875,495853,17,3,60139,6,1,EWV5D6VXOF,Actually falls pharmacist or,1020928,2021-08-23,2021-09-10,3,283,0
2021-08-25T00:00:00,22441,366908,7,3,26130,4,1,EWV5D6VXOF,Actually falls pharmacist or,1020928,2021-08-23,2021-09-10,3,283,0
2021-08-25T00:00:00,1,437422,17,1,98925,9,1,DMQY20D31D,"1988, the Edelman Trust",1672625,2021-08-25,2021-09-22,1,98,0
2021-08-25T00:00:00,875,77249,5,2,62202,7,2,DMQY20D31D,"1988, the Edelman Trust",1672625,2021-08-25,2021-09-22,1,98,0
2021-08-25T00:00:00,22441,139128,12,2,18069,5,1,DMQY20D31D,"1988, the Edelman Trust",1672625,2021-08-25,2021-09-22,1,98,0
2021-08-25T00:00:00,1,175622,13,5,72742,6,5,JKPS6K2GSY,"Nursing, nutrition, Delegates, and a discussion of Brahe and Kepler",1761424,2021-08-25,2021-08-30,2,182,0
2021-08-25T00:00:00,875,105373,9,4,12749,4,1,JKPS6K2GSY,"Nursing, nutrition, Delegates, and a discussion of Brahe and Kepler",1761424,2021-08-25,2021-08-30,2,182,0
2021-08-25T00:00:00,22441,10723,8,4,72866,6,1,JKPS6K2GSY,"Nursing, nutrition, Delegates, and a discussion of Brahe and Kepler",1761424,2021-08-25,2021-08-30,2,182,0
2021-08-25T00:00:00,1,467985,16,3,54564,7,3,BRNDRBK9Y5,Prigogine (Université City Council. The Defence Force has a relatively well-defined downtown and,2044911,2021-08-25,2021-08-28,2,155,0
2021-08-25T00:00:00,875,36662,1,5,75399,5,1,BRNDRBK9Y5,Prigogine (Université City Council. The Defence Force has a relatively well-defined downtown and,2044911,2021-08-25,2021-08-28,2,155,0
